COMID,CAT_TAV1981_ANN,ACC_TAV1981_ANN,TOT_TAV1981_ANN,source
3917070,8.55,8.55,8.55,TAV1981_ANN_CONUS
3917072,8.7,8.7,8.7,TAV1981_ANN_CONUS
3917082,8.19,8.19,8.19,TAV1981_ANN_CONUS
3917084,8.01,8.01,8.01,TAV1981_ANN_CONUS
3917106,8.32,8.14,8.14,TAV1981_ANN_CONUS
3917114,8.44,8.44,8.44,TAV1981_ANN_CONUS
3917130,8.52,8.47,8.47,TAV1981_ANN_CONUS
3917136,8.45,8.45,8.45,TAV1981_ANN_CONUS
3917138,8.59,8.59,8.59,TAV1981_ANN_CONUS
3917154,8.58,8.58,8.58,TAV1981_ANN_CONUS
3917156,8.93,8.93,8.93,TAV1981_ANN_CONUS
3917158,10.32,10.32,10.32,TAV1981_ANN_CONUS
3917160,10.09,10.09,10.09,TAV1981_ANN_CONUS
3917162,8.83,8.5,8.5,TAV1981_ANN_CONUS
3917164,9.58,9.58,9.58,TAV1981_ANN_CONUS
3917172,9.17,9.17,9.17,TAV1981_ANN_CONUS
3917176,9.35,8.65,8.65,TAV1981_ANN_CONUS
3917178,9.11,8.58,8.58,TAV1981_ANN_CONUS
3917194,8.63,8.63,8.63,TAV1981_ANN_CONUS
3917198,10.59,8.91,8.91,TAV1981_ANN_CONUS
3917200,10.99,9.03,9.03,TAV1981_ANN_CONUS
3917230,11.49,11.49,11.49,TAV1981_ANN_CONUS
3917244,11.42,9.03,8.99,TAV1981_ANN_CONUS
3917912,8.97,8.54,8.54,TAV1981_ANN_CONUS
3917914,8.89,8.82,8.82,TAV1981_ANN_CONUS
3917916,8.62,8.68,8.68,TAV1981_ANN_CONUS
3917918,9.87,8.82,8.82,TAV1981_ANN_CONUS
3917920,10.34,10.2,10.2,TAV1981_ANN_CONUS
3917922,10.72,10.72,10.72,TAV1981_ANN_CONUS
3917946,11.64,9.08,9.03,TAV1981_ANN_CONUS
3917948,11.06,9.07,9.07,TAV1981_ANN_CONUS
3917950,11.24,8.98,8.96,TAV1981_ANN_CONUS
948010089,10.8,10.73,10.73,TAV1981_ANN_CONUS
