COMID,CAT_PPT2012_ANN,ACC_PPT2012_ANN,TOT_PPT2012_ANN,source
3917070,1140.12,1140.12,1140.12,PPT2012_ANN_CONUS
3917072,1129.08,1129.08,1129.08,PPT2012_ANN_CONUS
3917082,1164.84,1164.84,1164.84,PPT2012_ANN_CONUS
3917084,1153.44,1153.44,1153.44,PPT2012_ANN_CONUS
3917106,1072.2,1122.96,1122.96,PPT2012_ANN_CONUS
3917114,944.88,944.88,944.88,PPT2012_ANN_CONUS
3917130,887.52,928.68,928.68,PPT2012_ANN_CONUS
3917136,956.88,956.88,956.88,PPT2012_ANN_CONUS
3917138,773.52,773.52,773.52,PPT2012_ANN_CONUS
3917154,1058.76,1074.12,1074.12,PPT2012_ANN_CONUS
3917156,872.28,872.28,872.28,PPT2012_ANN_CONUS
3917158,658.56,658.56,658.56,PPT2012_ANN_CONUS
3917160,693.72,693.72,693.72,PPT2012_ANN_CONUS
3917162,777.96,916.32,916.32,PPT2012_ANN_CONUS
3917164,737.64,737.64,737.64,PPT2012_ANN_CONUS
3917172,903.48,903.48,903.48,PPT2012_ANN_CONUS
3917176,741.48,906,906,PPT2012_ANN_CONUS
3917178,756.84,913.32,913.32,PPT2012_ANN_CONUS
3917194,811.8,811.8,811.8,PPT2012_ANN_CONUS
3917198,610.44,862.56,862.56,PPT2012_ANN_CONUS
3917200,519.72,843.6,843.6,PPT2012_ANN_CONUS
3917230,360.96,360.96,360.96,PPT2012_ANN_CONUS
3917244,377.52,750.24,828.72,PPT2012_ANN_CONUS
3917912,796.68,924.24,924.24,PPT2012_ANN_CONUS
3917914,771.96,798.72,798.72,PPT2012_ANN_CONUS
3917916,822.84,810.24,810.24,PPT2012_ANN_CONUS
3917918,693.48,876,876,PPT2012_ANN_CONUS
3917920,652.2,675.72,675.72,PPT2012_ANN_CONUS
3917922,573.24,573.24,573.24,PPT2012_ANN_CONUS
3917946,390.96,742.2,821.52,PPT2012_ANN_CONUS
3917948,495.36,837.12,837.12,PPT2012_ANN_CONUS
3917950,436.92,756.96,834.48,PPT2012_ANN_CONUS
948010089,557.16,571.8,571.8,PPT2012_ANN_CONUS
