COMID,CAT_RUN1987_ANN,ACC_RUN1987_ANN,TOT_RUN1987_ANN,source
3917070,226.56,226.56,226.56,RUN1987_ANN_CONUS
3917072,221.16,221.16,221.16,RUN1987_ANN_CONUS
3917082,205.2,205.2,205.2,RUN1987_ANN_CONUS
3917084,220.56,220.56,220.56,RUN1987_ANN_CONUS
3917106,184.92,206.04,206.04,RUN1987_ANN_CONUS
3917114,174,174,174,RUN1987_ANN_CONUS
3917130,151.92,190.2,190.2,RUN1987_ANN_CONUS
3917136,166.8,166.8,166.8,RUN1987_ANN_CONUS
3917138,138.72,138.72,138.72,RUN1987_ANN_CONUS
3917154,203.16,207.6,207.6,RUN1987_ANN_CONUS
3917156,157.44,157.44,157.44,RUN1987_ANN_CONUS
3917158,11.4,11.4,11.4,RUN1987_ANN_CONUS
3917160,12.48,12.48,12.48,RUN1987_ANN_CONUS
3917162,131.28,184.8,184.8,RUN1987_ANN_CONUS
3917164,111.24,111.24,111.24,RUN1987_ANN_CONUS
3917172,158.04,158.04,158.04,RUN1987_ANN_CONUS
3917176,146.04,178.2,178.2,RUN1987_ANN_CONUS
3917178,143.4,181.08,181.08,RUN1987_ANN_CONUS
3917194,228.96,228.96,228.96,RUN1987_ANN_CONUS
3917198,11.04,153.84,153.84,RUN1987_ANN_CONUS
3917200,10.08,144.48,144.48,RUN1987_ANN_CONUS
3917230,8.64,8.64,8.64,RUN1987_ANN_CONUS
3917244,9,200.28,233.64,RUN1987_ANN_CONUS
3917912,135.36,184.2,184.2,RUN1987_ANN_CONUS
3917914,141.72,145.32,145.32,RUN1987_ANN_CONUS
3917916,160.68,188.28,188.28,RUN1987_ANN_CONUS
3917918,67.08,163.92,163.92,RUN1987_ANN_CONUS
3917920,11.28,12,12,RUN1987_ANN_CONUS
3917922,10.92,10.92,10.92,RUN1987_ANN_CONUS
3917946,9.36,195.96,230.04,RUN1987_ANN_CONUS
3917948,9.84,141.96,141.96,RUN1987_ANN_CONUS
3917950,9.36,203.64,236.52,RUN1987_ANN_CONUS
948010089,10.68,10.92,10.92,RUN1987_ANN_CONUS
