COMID,CAT_RUN1970_ANN,ACC_RUN1970_ANN,TOT_RUN1970_ANN,source
3917070,589.92,589.92,589.92,RUN1970_ANN_CONUS
3917072,567.6,567.6,567.6,RUN1970_ANN_CONUS
3917082,615.36,615.36,615.36,RUN1970_ANN_CONUS
3917084,654.12,654.12,654.12,RUN1970_ANN_CONUS
3917106,576.24,622.2,622.2,RUN1970_ANN_CONUS
3917114,535.08,535.08,535.08,RUN1970_ANN_CONUS
3917130,519.72,558.12,558.12,RUN1970_ANN_CONUS
3917136,529.8,529.8,529.8,RUN1970_ANN_CONUS
3917138,471,471,471,RUN1970_ANN_CONUS
3917154,557.16,563.16,563.16,RUN1970_ANN_CONUS
3917156,457.08,457.08,457.08,RUN1970_ANN_CONUS
3917158,231,231,231,RUN1970_ANN_CONUS
3917160,258.48,258.48,258.48,RUN1970_ANN_CONUS
3917162,447.24,548.28,548.28,RUN1970_ANN_CONUS
3917164,410.76,410.76,410.76,RUN1970_ANN_CONUS
3917172,479.52,479.52,479.52,RUN1970_ANN_CONUS
3917176,455.52,527.16,527.16,RUN1970_ANN_CONUS
3917178,433.2,533.88,533.88,RUN1970_ANN_CONUS
3917194,572.4,572.4,572.4,RUN1970_ANN_CONUS
3917198,221.16,485.04,485.04,RUN1970_ANN_CONUS
3917200,185.88,468,468,RUN1970_ANN_CONUS
3917230,170.04,170.04,170.04,RUN1970_ANN_CONUS
3917244,162.36,490.32,521.52,RUN1970_ANN_CONUS
3917912,417.48,542.52,542.52,RUN1970_ANN_CONUS
3917914,452.88,464.28,464.28,RUN1970_ANN_CONUS
3917916,506.16,524.76,524.76,RUN1970_ANN_CONUS
3917918,332.76,502.2,502.2,RUN1970_ANN_CONUS
3917920,230.16,245.4,245.4,RUN1970_ANN_CONUS
3917922,222.84,222.84,222.84,RUN1970_ANN_CONUS
3917946,186,483.48,516,RUN1970_ANN_CONUS
3917948,177.36,462.48,462.48,RUN1970_ANN_CONUS
3917950,162.96,496.2,526.2,RUN1970_ANN_CONUS
948010089,215.76,222.24,222.24,RUN1970_ANN_CONUS
