COMID,CAT_PPT1951_ANN,ACC_PPT1951_ANN,TOT_PPT1951_ANN,source
3917070,811.2,811.2,811.2,PPT1951_ANN_CONUS
3917072,791.04,791.04,791.04,PPT1951_ANN_CONUS
3917082,814.2,814.2,814.2,PPT1951_ANN_CONUS
3917084,819,819,819,PPT1951_ANN_CONUS
3917106,780.24,803.88,803.88,PPT1951_ANN_CONUS
3917114,751.68,751.68,751.68,PPT1951_ANN_CONUS
3917130,732.84,766.68,766.68,PPT1951_ANN_CONUS
3917136,729,729,729,PPT1951_ANN_CONUS
3917138,658.8,658.8,658.8,PPT1951_ANN_CONUS
3917154,776.64,783,783,PPT1951_ANN_CONUS
3917156,719.04,719.04,719.04,PPT1951_ANN_CONUS
3917158,514.08,514.08,514.08,PPT1951_ANN_CONUS
3917160,536.52,536.52,536.52,PPT1951_ANN_CONUS
3917162,710.52,761.52,761.52,PPT1951_ANN_CONUS
3917164,640.68,640.68,640.68,PPT1951_ANN_CONUS
3917172,708.12,708.12,708.12,PPT1951_ANN_CONUS
3917176,751.32,754.08,754.08,PPT1951_ANN_CONUS
3917178,736.08,757.56,757.56,PPT1951_ANN_CONUS
3917194,826.44,826.44,826.44,PPT1951_ANN_CONUS
3917198,502.92,720.24,720.24,PPT1951_ANN_CONUS
3917200,468,705.36,705.36,PPT1951_ANN_CONUS
3917230,422.52,422.52,422.52,PPT1951_ANN_CONUS
3917244,430.2,801,856.32,PPT1951_ANN_CONUS
3917912,699.72,760.2,760.2,PPT1951_ANN_CONUS
3917914,631.68,645.96,645.96,PPT1951_ANN_CONUS
3917916,728.88,749.88,749.88,PPT1951_ANN_CONUS
3917918,613.8,734.16,734.16,PPT1951_ANN_CONUS
3917920,512.28,525.6,525.6,PPT1951_ANN_CONUS
3917922,491.16,491.16,491.16,PPT1951_ANN_CONUS
3917946,449.76,793.08,849.6,PPT1951_ANN_CONUS
3917948,456.84,700.68,700.68,PPT1951_ANN_CONUS
3917950,440.64,807.6,861.84,PPT1951_ANN_CONUS
948010089,485.64,490.68,490.68,PPT1951_ANN_CONUS
