COMID,CAT_TAV2007_ANN,ACC_TAV2007_ANN,TOT_TAV2007_ANN,source
3917070,7.45,7.45,7.45,TAV2007_ANN_CONUS
3917072,7.59,7.59,7.59,TAV2007_ANN_CONUS
3917082,6.5,6.5,6.5,TAV2007_ANN_CONUS
3917084,6.99,6.99,6.99,TAV2007_ANN_CONUS
3917106,6.95,6.95,6.95,TAV2007_ANN_CONUS
3917114,8.13,8.13,8.13,TAV2007_ANN_CONUS
3917130,8.14,7.71,7.71,TAV2007_ANN_CONUS
3917136,7.43,7.43,7.43,TAV2007_ANN_CONUS
3917138,8.42,8.42,8.42,TAV2007_ANN_CONUS
3917154,7.79,7.72,7.72,TAV2007_ANN_CONUS
3917156,8.53,8.53,8.53,TAV2007_ANN_CONUS
3917158,10.65,10.65,10.65,TAV2007_ANN_CONUS
3917160,10.38,10.38,10.38,TAV2007_ANN_CONUS
3917162,8.57,7.79,7.79,TAV2007_ANN_CONUS
3917164,9.86,9.86,9.86,TAV2007_ANN_CONUS
3917172,8.85,8.85,8.85,TAV2007_ANN_CONUS
3917176,9.19,8.02,8.02,TAV2007_ANN_CONUS
3917178,8.87,7.91,7.91,TAV2007_ANN_CONUS
3917194,7.92,7.92,7.92,TAV2007_ANN_CONUS
3917198,10.76,8.47,8.47,TAV2007_ANN_CONUS
3917200,10.96,8.62,8.62,TAV2007_ANN_CONUS
3917230,11.21,11.21,11.21,TAV2007_ANN_CONUS
3917244,11.2,9.29,9.22,TAV2007_ANN_CONUS
3917912,8.73,7.84,7.84,TAV2007_ANN_CONUS
3917914,8.5,8.35,8.35,TAV2007_ANN_CONUS
3917916,8.19,8.11,8.11,TAV2007_ANN_CONUS
3917918,10.04,8.33,8.33,TAV2007_ANN_CONUS
3917920,10.67,10.51,10.51,TAV2007_ANN_CONUS
3917922,10.84,10.84,10.84,TAV2007_ANN_CONUS
3917946,11.27,9.33,9.25,TAV2007_ANN_CONUS
3917948,11.01,8.67,8.67,TAV2007_ANN_CONUS
3917950,11.1,9.25,9.19,TAV2007_ANN_CONUS
948010089,10.89,10.85,10.85,TAV2007_ANN_CONUS
