COMID,CAT_PPT1984_ANN,ACC_PPT1984_ANN,TOT_PPT1984_ANN,source
3917070,840.96,840.96,840.96,PPT1984_ANN_CONUS
3917072,814.2,814.2,814.2,PPT1984_ANN_CONUS
3917082,811.92,811.92,811.92,PPT1984_ANN_CONUS
3917084,828.24,828.24,828.24,PPT1984_ANN_CONUS
3917106,750.6,797.64,797.64,PPT1984_ANN_CONUS
3917114,719.76,719.76,719.76,PPT1984_ANN_CONUS
3917130,651.36,679.8,679.8,PPT1984_ANN_CONUS
3917136,665.76,665.76,665.76,PPT1984_ANN_CONUS
3917138,546.36,546.36,546.36,PPT1984_ANN_CONUS
3917154,778.44,790.08,790.08,PPT1984_ANN_CONUS
3917156,679.56,679.56,679.56,PPT1984_ANN_CONUS
3917158,386.16,386.16,386.16,PPT1984_ANN_CONUS
3917160,416.64,416.64,416.64,PPT1984_ANN_CONUS
3917162,598.44,673.92,673.92,PPT1984_ANN_CONUS
3917164,593.88,593.88,593.88,PPT1984_ANN_CONUS
3917172,692.88,692.88,692.88,PPT1984_ANN_CONUS
3917176,611.28,676.68,676.68,PPT1984_ANN_CONUS
3917178,612.24,678.24,678.24,PPT1984_ANN_CONUS
3917194,657,657,657,PPT1984_ANN_CONUS
3917198,379.8,637.92,637.92,PPT1984_ANN_CONUS
3917200,361.8,620.28,620.28,PPT1984_ANN_CONUS
3917230,309.96,309.96,309.96,PPT1984_ANN_CONUS
3917244,315.48,599.88,621.24,PPT1984_ANN_CONUS
3917912,633.96,682.32,682.32,PPT1984_ANN_CONUS
3917914,521.88,543,543,PPT1984_ANN_CONUS
3917916,596.76,608.88,608.88,PPT1984_ANN_CONUS
3917918,493.08,654.72,654.72,PPT1984_ANN_CONUS
3917920,384.48,402,402,PPT1984_ANN_CONUS
3917922,365.88,365.88,365.88,PPT1984_ANN_CONUS
3917946,332.76,593.88,616.56,PPT1984_ANN_CONUS
3917948,353.64,615.24,615.24,PPT1984_ANN_CONUS
3917950,334.08,605.04,625.2,PPT1984_ANN_CONUS
948010089,361.44,365.52,365.52,PPT1984_ANN_CONUS
