COMID,CAT_TAV1978_ANN,ACC_TAV1978_ANN,TOT_TAV1978_ANN,source
3917070,7.65,7.65,7.65,TAV1978_ANN_CONUS
3917072,7.8,7.8,7.8,TAV1978_ANN_CONUS
3917082,7.38,7.38,7.38,TAV1978_ANN_CONUS
3917084,7.18,7.18,7.18,TAV1978_ANN_CONUS
3917106,7.49,7.31,7.31,TAV1978_ANN_CONUS
3917114,7.56,7.56,7.56,TAV1978_ANN_CONUS
3917130,7.65,7.6,7.6,TAV1978_ANN_CONUS
3917136,7.61,7.61,7.61,TAV1978_ANN_CONUS
3917138,7.72,7.72,7.72,TAV1978_ANN_CONUS
3917154,7.69,7.68,7.68,TAV1978_ANN_CONUS
3917156,8,8,8,TAV1978_ANN_CONUS
3917158,9.3,9.3,9.3,TAV1978_ANN_CONUS
3917160,9.09,9.09,9.09,TAV1978_ANN_CONUS
3917162,7.93,7.63,7.63,TAV1978_ANN_CONUS
3917164,8.6,8.6,8.6,TAV1978_ANN_CONUS
3917172,8.22,8.22,8.22,TAV1978_ANN_CONUS
3917176,8.41,7.76,7.76,TAV1978_ANN_CONUS
3917178,8.17,7.7,7.7,TAV1978_ANN_CONUS
3917194,7.72,7.72,7.72,TAV1978_ANN_CONUS
3917198,9.59,8,8,TAV1978_ANN_CONUS
3917200,10.02,8.11,8.11,TAV1978_ANN_CONUS
3917230,10.58,10.58,10.58,TAV1978_ANN_CONUS
3917244,10.5,8.03,7.97,TAV1978_ANN_CONUS
3917912,8.04,7.66,7.66,TAV1978_ANN_CONUS
3917914,7.98,7.92,7.92,TAV1978_ANN_CONUS
3917916,7.74,7.79,7.79,TAV1978_ANN_CONUS
3917918,8.9,7.91,7.91,TAV1978_ANN_CONUS
3917920,9.33,9.19,9.19,TAV1978_ANN_CONUS
3917922,9.73,9.73,9.73,TAV1978_ANN_CONUS
3917946,10.73,8.09,8.01,TAV1978_ANN_CONUS
3917948,10.09,8.15,8.15,TAV1978_ANN_CONUS
3917950,10.29,7.99,7.94,TAV1978_ANN_CONUS
948010089,9.81,9.74,9.74,TAV1978_ANN_CONUS
