COMID,CAT_RUN1952_ANN,ACC_RUN1952_ANN,TOT_RUN1952_ANN,source
3917070,399,399,399,RUN1952_ANN_CONUS
3917072,381.48,381.48,381.48,RUN1952_ANN_CONUS
3917082,416.76,416.76,416.76,RUN1952_ANN_CONUS
3917084,442.56,442.56,442.56,RUN1952_ANN_CONUS
3917106,397.68,423.96,423.96,RUN1952_ANN_CONUS
3917114,389.04,389.04,389.04,RUN1952_ANN_CONUS
3917130,378.48,421.56,421.56,RUN1952_ANN_CONUS
3917136,378,378,378,RUN1952_ANN_CONUS
3917138,354.12,354.12,354.12,RUN1952_ANN_CONUS
3917154,385.8,388.2,388.2,RUN1952_ANN_CONUS
3917156,340.32,340.32,340.32,RUN1952_ANN_CONUS
3917158,205.56,205.56,205.56,RUN1952_ANN_CONUS
3917160,207.84,207.84,207.84,RUN1952_ANN_CONUS
3917162,355.32,415.2,415.2,RUN1952_ANN_CONUS
3917164,288.48,288.48,288.48,RUN1952_ANN_CONUS
3917172,330.12,330.12,330.12,RUN1952_ANN_CONUS
3917176,400.56,399.36,399.36,RUN1952_ANN_CONUS
3917178,377.16,404.4,404.4,RUN1952_ANN_CONUS
3917194,492.12,492.12,492.12,RUN1952_ANN_CONUS
3917198,184.44,370.08,370.08,RUN1952_ANN_CONUS
3917200,150.72,357,357,RUN1952_ANN_CONUS
3917230,108.48,108.48,108.48,RUN1952_ANN_CONUS
3917244,119.64,456.36,508.56,RUN1952_ANN_CONUS
3917912,329.88,408.12,408.12,RUN1952_ANN_CONUS
3917914,351.96,355.8,355.8,RUN1952_ANN_CONUS
3917916,397.8,429.72,429.72,RUN1952_ANN_CONUS
3917918,284.28,381.84,381.84,RUN1952_ANN_CONUS
3917920,202.8,206.04,206.04,RUN1952_ANN_CONUS
3917922,168.96,168.96,168.96,RUN1952_ANN_CONUS
3917946,117.96,448.8,502.2,RUN1952_ANN_CONUS
3917948,142.32,352.92,352.92,RUN1952_ANN_CONUS
3917950,134.88,462.36,513.6,RUN1952_ANN_CONUS
948010089,162.48,168.36,168.36,RUN1952_ANN_CONUS
