COMID,CAT_PPT1990_ANN,ACC_PPT1990_ANN,TOT_PPT1990_ANN,source
3917070,747.48,747.48,747.48,PPT1990_ANN_CONUS
3917072,726.36,726.36,726.36,PPT1990_ANN_CONUS
3917082,778.68,778.68,778.68,PPT1990_ANN_CONUS
3917084,766.8,766.8,766.8,PPT1990_ANN_CONUS
3917106,738.72,756.72,756.72,PPT1990_ANN_CONUS
3917114,675.84,675.84,675.84,PPT1990_ANN_CONUS
3917130,666.12,692.64,692.64,PPT1990_ANN_CONUS
3917136,678.84,678.84,678.84,PPT1990_ANN_CONUS
3917138,588.6,588.6,588.6,PPT1990_ANN_CONUS
3917154,707.64,715.08,715.08,PPT1990_ANN_CONUS
3917156,640.44,640.44,640.44,PPT1990_ANN_CONUS
3917158,422.04,422.04,422.04,PPT1990_ANN_CONUS
3917160,450.6,450.6,450.6,PPT1990_ANN_CONUS
3917162,627.72,686.76,686.76,PPT1990_ANN_CONUS
3917164,564.6,564.6,564.6,PPT1990_ANN_CONUS
3917172,637.2,637.2,637.2,PPT1990_ANN_CONUS
3917176,617.64,675.12,675.12,PPT1990_ANN_CONUS
3917178,620.64,680.4,680.4,PPT1990_ANN_CONUS
3917194,705.84,705.84,705.84,PPT1990_ANN_CONUS
3917198,404.88,638.64,638.64,PPT1990_ANN_CONUS
3917200,370.2,622.56,622.56,PPT1990_ANN_CONUS
3917230,297.84,297.84,297.84,PPT1990_ANN_CONUS
3917244,307.56,620.4,640.8,PPT1990_ANN_CONUS
3917912,614.28,685.44,685.44,PPT1990_ANN_CONUS
3917914,574.44,589.68,589.68,PPT1990_ANN_CONUS
3917916,642.48,656.4,656.4,PPT1990_ANN_CONUS
3917918,509.28,653.04,653.04,PPT1990_ANN_CONUS
3917920,419.64,436.68,436.68,PPT1990_ANN_CONUS
3917922,391.68,391.68,391.68,PPT1990_ANN_CONUS
3917946,315,613.56,635.4,PPT1990_ANN_CONUS
3917948,360.24,617.52,617.52,PPT1990_ANN_CONUS
3917950,335.76,626.04,645.12,PPT1990_ANN_CONUS
948010089,383.88,391.08,391.08,PPT1990_ANN_CONUS
