COMID,CAT_RUN1965_ANN,ACC_RUN1965_ANN,TOT_RUN1965_ANN,source
3917070,520.08,520.08,520.08,RUN1965_ANN_CONUS
3917072,496.2,496.2,496.2,RUN1965_ANN_CONUS
3917082,576.96,576.96,576.96,RUN1965_ANN_CONUS
3917084,602.28,602.28,602.28,RUN1965_ANN_CONUS
3917106,548.28,580.2,580.2,RUN1965_ANN_CONUS
3917114,491.28,491.28,491.28,RUN1965_ANN_CONUS
3917130,507.72,553.32,553.32,RUN1965_ANN_CONUS
3917136,513.12,513.12,513.12,RUN1965_ANN_CONUS
3917138,469.44,469.44,469.44,RUN1965_ANN_CONUS
3917154,496.56,500.76,500.76,RUN1965_ANN_CONUS
3917156,402.72,402.72,402.72,RUN1965_ANN_CONUS
3917158,183.72,183.72,183.72,RUN1965_ANN_CONUS
3917160,210.96,210.96,210.96,RUN1965_ANN_CONUS
3917162,443.04,542.52,542.52,RUN1965_ANN_CONUS
3917164,285,285,285,RUN1965_ANN_CONUS
3917172,378.84,378.84,378.84,RUN1965_ANN_CONUS
3917176,425.52,506.76,506.76,RUN1965_ANN_CONUS
3917178,415.32,519.84,519.84,RUN1965_ANN_CONUS
3917194,618.84,618.84,618.84,RUN1965_ANN_CONUS
3917198,173.52,453.96,453.96,RUN1965_ANN_CONUS
3917200,147,435.48,435.48,RUN1965_ANN_CONUS
3917230,106.56,106.56,106.56,RUN1965_ANN_CONUS
3917244,114.84,490.44,531.12,RUN1965_ANN_CONUS
3917912,381.72,530.04,530.04,RUN1965_ANN_CONUS
3917914,443.88,454.2,454.2,RUN1965_ANN_CONUS
3917916,516,545.88,545.88,RUN1965_ANN_CONUS
3917918,281.76,472.2,472.2,RUN1965_ANN_CONUS
3917920,182.64,198,198,RUN1965_ANN_CONUS
3917922,169.8,169.8,169.8,RUN1965_ANN_CONUS
3917946,107.88,481.92,524.28,RUN1965_ANN_CONUS
3917948,140.64,429.96,429.96,RUN1965_ANN_CONUS
3917950,129.72,497.16,536.52,RUN1965_ANN_CONUS
948010089,165.72,169.44,169.44,RUN1965_ANN_CONUS
